testID,assessmentItemID,difficultyLevel,discriminationLevel,guessLevel,knowledgeTag,Timestamp
A030000068,A030068002,-0.5255386103,0.8184935903,8.539e-07,433,2021-01-08 06:08:25.336946
A030000068,A030068003,-1.1478906838,1.829568688,1.6922e-06,433,2021-01-08 06:08:25.336946
A030000068,A030068004,-1.5276468325,4.7958411082,0.0,433,2021-01-08 06:08:25.336946
A030000068,A030068005,-0.225998932,1.5755621762,7.447e-07,433,2021-01-08 06:08:25.336946
A030000068,A030068006,-1.4900154717,1.2356881529,1.5e-08,433,2021-01-08 06:08:25.336946
A030000069,A030069001,0.2266026045,1.5973542206,5.3541e-06,436,2021-01-08 06:08:25.336946
A030000069,A030069002,-1.2733148651,1.1671574882,1.82e-07,436,2021-01-08 06:08:25.336946
A030000069,A030069003,-1.3137767112,1.9264049588,4e-09,436,2021-01-08 06:08:25.336946
A030000069,A030069004,-1.1110280057,2.8124762719,5.803e-07,436,2021-01-08 06:08:25.336946
A030000069,A030069005,-0.0057807623,3.1303639567,0.236713121,436,2021-01-08 06:08:25.336946
A030000070,A030070001,-1.5109496965,2.9799704163,0.0001552291,438,2021-01-08 06:08:25.336946
A030000070,A030070002,-1.6812632834,2.0768076516,0.0001530896,438,2021-01-08 06:08:25.336946
A030000070,A030070003,-1.1188465182,1.6558752988,8.47343e-05,438,2021-01-08 06:08:25.336946
A030000070,A030070004,-0.1988482519,1.0514095622,4e-10,438,2021-01-08 06:08:25.336946
A030000070,A030070005,-1.5444255678,0.3973085142,0.0081461407,438,2021-01-08 06:08:25.336946
A030000071,A030071001,-0.9239880975,0.2887349903,0.0269454925,438,2021-01-08 06:08:25.336946
A030000071,A030071002,-1.2967342418,3.0748305838,0.0051394662,438,2021-01-08 06:08:25.336946
A030000071,A030071003,-2.6932840564,0.6771200967,0.0080718216,438,2021-01-08 06:08:25.336946
A030000071,A030071004,-0.2859392296,1.6174811038,0.0341918426,438,2021-01-08 06:08:25.336946
A030000071,A030071005,0.7930259572,5.1511090274,0.2850742402,438,2021-01-08 06:08:25.336946
A030000072,A030072001,-1.2886486747,2.4567277748,0.0003599849,438,2021-01-08 06:08:25.336946
A030000072,A030072002,-1.5085433482,3.79608091,0.0008401464,438,2021-01-08 06:08:25.336946
A030000072,A030072003,-0.5060275689,0.9948778567,0.0002388636,438,2021-01-08 06:08:25.336946
A030000072,A030072004,0.2419933678,2.3006675408,0.1898194628,438,2021-01-08 06:08:25.336946
A030000072,A030072005,0.4025863171,1.0791914784,7.5967e-06,438,2021-01-08 06:08:25.336946
A030000073,A030073001,-1.0912665926,2.8909118758,5.182978271e-23,471,2021-01-08 06:08:25.336946
A030000073,A030073002,-1.319237352,1.8129245359,3.71847e-05,471,2021-01-08 06:08:25.336946
A030000073,A030073003,-0.8066207117,6.4886454901,2.91666e-05,471,2021-01-08 06:08:25.336946
A030000073,A030073004,-0.8225002571,2.8077820754,2.42039e-05,471,2021-01-08 06:08:25.336946
A030000073,A030073005,0.0036336746,1.3978862775,0.2998096709,471,2021-01-08 06:08:25.336946
A030000074,A030074001,-1.581015934,1.5691180718,5.1204e-06,471,2021-01-08 06:08:25.336946
A030000074,A030074002,-1.3312055663,1.8602989251,1.26e-08,471,2021-01-08 06:08:25.336946
A030000074,A030074003,-1.5116704871,2.0696646281,2.21945e-05,471,2021-01-08 06:08:25.336946
A030000074,A030074004,-0.0597114719,1.0043407116,0.0,471,2021-01-08 06:08:25.336946
A030000074,A030074005,-1.5383957495,1.0327341078,1.23339e-05,471,2021-01-08 06:08:25.336946
A030000075,A030075001,-0.0351191982,27.9558623152,0.2999971684,475,2021-01-08 06:08:25.336946
A030000075,A030075002,-0.9347389397,2.0663903839,0.0005010598,475,2021-01-08 06:08:25.336946
A030000075,A030075003,-0.9342188841,2.4155693405,0.0001424919,475,2021-01-08 06:08:25.336946
A030000075,A030075004,-1.1207255476,1.8819478834,0.0007554637,475,2021-01-08 06:08:25.336946
A030000075,A030075005,-0.7723361266,1.4399384705,0.0001053881,475,2021-01-08 06:08:25.336946
A030000076,A030076001,0.9255674006,1.0292430418,3.515e-07,475,2021-01-08 06:08:25.336946
A030000076,A030076002,-2.0407676867,2.8813089566,0.0,475,2021-01-08 06:08:25.336946
A030000076,A030076003,-1.2396584922,2.8595549176,3.017e-06,475,2021-01-08 06:08:25.336946
A030000076,A030076004,-1.0895895631,1.6999013884,1.8874e-06,475,2021-01-08 06:08:25.336946
A030000076,A030076005,-1.0113000958,1.9980674444,4.649469376e-17,475,2021-01-08 06:08:25.336946
A030000077,A030077001,-1.8467620833,3.0517807266,2.635766289e-16,481,2021-01-08 06:08:25.336946
A030000077,A030077002,-1.0473919081,1.2773599374,5.7982e-06,481,2021-01-08 06:08:25.336946
A030000077,A030077003,-1.3926947142,2.6089228943,3e-10,481,2021-01-08 06:08:25.336946
A030000077,A030077004,-1.4064238421,3.3008015143,0.0,481,2021-01-08 06:08:25.336946
A030000077,A030077005,-1.9819645343,1.0922203462,3.355e-07,481,2021-01-08 06:08:25.336946
A030000078,A030078001,-1.2346283538,3.5163021681,0.0194555138,481,2021-01-08 06:08:25.336946
A030000078,A030078002,-1.460865306,3.9853370561,0.0133278793,481,2021-01-08 06:08:25.336946
A030000078,A030078003,-1.1854730071,1.4582164592,0.0316046246,481,2021-01-08 06:08:25.336946
A030000078,A030078004,-0.198882494,12.1809894325,0.2998647616,481,2021-01-08 06:08:25.336946
A030000078,A030078005,-1.7407963894,1.6493264288,0.0219278181,481,2021-01-08 06:08:25.336946
A030000079,A030079001,-0.6864766914,1.8156256529,5.415203297e-23,471,2021-01-08 06:08:25.336946
A030000079,A030079002,-1.4811827258,1.5932734867,1e-10,471,2021-01-08 06:08:25.336946
A030000079,A030079003,-0.9844975112,2.4042965832,1.29088951e-18,471,2021-01-08 06:08:25.336946
A030000079,A030079004,-1.9732212857,2.5857711186,7.23352e-05,471,2021-01-08 06:08:25.336946
A030000079,A030079005,0.2149967234,1.1214776494,1.084157524e-23,471,2021-01-08 06:08:25.336946
A030000079,A030079006,-0.7771288577,3.4650571783,1.679743862e-23,471,2021-01-08 06:08:25.336946
A030000080,A030080001,-1.1563983566,2.44556195,2.1594e-06,475,2021-01-08 06:08:25.336946
A030000080,A030080002,-0.4161142807,1.5551740064,0.0,475,2021-01-08 06:08:25.336946
A030000080,A030080003,-0.960708228,2.685112534,0.0,475,2021-01-08 06:08:25.336946
A030000080,A030080004,-0.5996784617,2.3832763544,0.0,475,2021-01-08 06:08:25.336946
A030000080,A030080005,-0.4158912468,1.7249035694,3.696663273e-19,475,2021-01-08 06:08:25.336946
A030000080,A030080006,-0.6304120077,2.1250586205,1.201207872e-16,475,2021-01-08 06:08:25.336946
A030000081,A030081001,-1.1677433566,2.2760772708,0.0001032762,481,2021-01-08 06:08:25.336946
A030000081,A030081002,-2.1436602636,2.7103097136,0.0089033479,481,2021-01-08 06:08:25.336946
A030000081,A030081003,-1.0037119627,3.8018878406,1.106046282e-18,481,2021-01-08 06:08:25.336946
A030000081,A030081004,-1.1397401632,2.1676464931,4.737497012e-16,481,2021-01-08 06:08:25.336946
A030000081,A030081005,-0.0495337374,1.2122261678,2.699294571e-16,481,2021-01-08 06:08:25.336946
A030000081,A030081006,-0.4590747955,2.0654266408,2.766633168e-24,481,2021-01-08 06:08:25.336946
A030000082,A030082001,-0.9869421881,1.1247443804,9.032e-06,439,2021-01-08 06:08:25.336946
A030000082,A030082002,-0.98977523,1.9592327532,2.7699e-06,439,2021-01-08 06:08:25.336946
A030000082,A030082003,-0.8225362588,1.5662183459,1.3731e-06,439,2021-01-08 06:08:25.336946
A030000082,A030082004,-0.67519089,0.8589541088,2.915e-07,439,2021-01-08 06:08:25.336946
A030000082,A030082005,0.0445022937,0.7093185109,1.075685004e-24,439,2021-01-08 06:08:25.336946
A030000083,A030083001,-0.1025343899,1.1078425635,1.101870091e-28,439,2021-01-08 06:08:25.336946
A030000083,A030083002,-0.7060826632,1.3303443879,6.372237572e-23,439,2021-01-08 06:08:25.336946
A030000083,A030083003,-0.1935657569,1.7503116591,4.4493e-06,439,2021-01-08 06:08:25.336946
A030000083,A030083004,-0.4093658286,1.9858433154,1.339044113e-30,439,2021-01-08 06:08:25.336946
A030000083,A030083005,-0.7319515184,0.5513464646,0.0001630963,439,2021-01-08 06:08:25.336946
A030000084,A030084001,-0.5218225957,1.528065504,3.339e-07,443,2021-01-08 06:08:25.336946
A030000084,A030084002,-0.5312142939,3.0596177203,0.0,443,2021-01-08 06:08:25.336946
A030000084,A030084003,-0.5971240157,3.3309370292,2.415e-07,443,2021-01-08 06:08:25.336946
A030000084,A030084004,-0.1344434523,1.7630854916,9.542340253e-24,443,2021-01-08 06:08:25.336946
A030000084,A030084005,-0.6109718407,2.7117478604,1.81e-08,443,2021-01-08 06:08:25.336946
A030000085,A030085001,-1.2464811078,1.3000997186,5.17939e-05,443,2021-01-08 06:08:25.336946
A030000085,A030085002,-0.9260948759,1.5208831097,1.0647e-06,443,2021-01-08 06:08:25.336946
A030000085,A030085003,-0.3141758519,1.7666753433,1.749e-07,443,2021-01-08 06:08:25.336946
A030000085,A030085004,-0.3050172281,1.6147990411,0.0,443,2021-01-08 06:08:25.336946
A030000085,A030085005,-0.2264505134,1.8372713889,5.918192712e-31,443,2021-01-08 06:08:25.336946
A030000086,A030086001,-0.5167379495,1.1881013515,0.0,439,2021-01-08 06:08:25.336946
A030000086,A030086002,-1.3389792548,2.795994851,3.29e-08,439,2021-01-08 06:08:25.336946
A030000086,A030086003,-1.1669834185,2.5820793928,2e-10,439,2021-01-08 06:08:25.336946
A030000086,A030086004,-0.6766374182,1.8930931986,0.0,439,2021-01-08 06:08:25.336946
A030000086,A030086005,-0.5665998473,0.8090693569,5.32426e-05,439,2021-01-08 06:08:25.336946
A030000086,A030086006,0.469793719,0.7874402924,0.0,439,2021-01-08 06:08:25.336946
A030000087,A030087001,-0.7240575523,1.8282241324,9.41361e-05,443,2021-01-08 06:08:25.336946
A030000087,A030087002,-0.3458198318,2.564251187,1e-10,443,2021-01-08 06:08:25.336946
A030000087,A030087003,-0.5049030578,3.0333176034,8.4204e-06,443,2021-01-08 06:08:25.336946
A030000087,A030087004,-0.4136689096,1.8997872043,8.8e-09,443,2021-01-08 06:08:25.336946
A030000087,A030087005,2.3347553992,0.9616544583,2.21145e-05,443,2021-01-08 06:08:25.336946
A030000088,A030088001,-1.5135405425,1.1509061076,0.0001598748,447,2021-01-08 06:08:25.336946
A030000088,A030088002,-2.0600293388,1.3136191415,0.000517501,447,2021-01-08 06:08:25.336946
A030000088,A030088003,-0.7773148656,2.2399898963,0.0,447,2021-01-08 06:08:25.336946
A030000088,A030088004,-1.0393200879,89.3311604495,0.0,447,2021-01-08 06:08:25.336946
A030000088,A030088005,0.2164509669,0.4578118327,2.60573e-05,447,2021-01-08 06:08:25.336946
A030000089,A030089001,-2.9421999583,1.603180724,6.67724e-05,447,2021-01-08 06:08:25.336946
A030000089,A030089002,0.6883026372,60.207565039,0.286458588,447,2021-01-08 06:08:25.336946
A030000089,A030089003,-2.8511159021,0.8524631215,0.000342969,447,2021-01-08 06:08:25.336946
A030000089,A030089004,-1.462162034,3.7124273036,4.82128e-05,447,2021-01-08 06:08:25.336946
A030000089,A030089005,0.8989702634,0.6480377438,1.85e-08,447,2021-01-08 06:08:25.336946
A030000090,A030090001,-1.2195093874,4.7732166009,0.0038391411,452,2021-01-08 06:08:25.336946
A030000090,A030090002,-0.489565811,2.2518061138,6.46497e-05,452,2021-01-08 06:08:25.336946
A030000090,A030090003,-0.9306492728,2.3175460589,0.0005249191,452,2021-01-08 06:08:25.336946
A030000090,A030090004,-1.1004432818,1.6495995538,0.0125835336,452,2021-01-08 06:08:25.336946
A030000090,A030090005,-0.3620032267,2.5468436966,0.0001408003,452,2021-01-08 06:08:25.336946
A030000091,A030091001,-2.3079031067,0.5946384308,7.2e-09,452,2021-01-08 06:08:25.336946
A030000091,A030091002,-0.8289275949,1.0476522672,6.49792e-05,452,2021-01-08 06:08:25.336946
A030000091,A030091003,-0.7090100629,52.0472541834,1.32e-08,452,2021-01-08 06:08:25.336946
A030000091,A030091004,-1.0639831325,2.404523192,0.0,452,2021-01-08 06:08:25.336946
A030000091,A030091005,-0.8669092107,3.4645594057,0.0,452,2021-01-08 06:08:25.336946
A030000092,A030092001,-0.4978513009,3.0141572415,0.1026083405,458,2021-01-08 06:08:25.336946
A030000092,A030092002,-0.3985775826,2.9335421398,3.4315e-06,458,2021-01-08 06:08:25.336946
A030000092,A030092003,-1.240504349,3.2221309247,0.0082017272,458,2021-01-08 06:08:25.336946
A030000092,A030092004,-0.886122126,0.8825103949,0.0030563304,458,2021-01-08 06:08:25.336946
A030000092,A030092005,-0.7958281422,1.4196065565,0.0004053073,458,2021-01-08 06:08:25.336946
A030000093,A030093001,-0.8944543715,1.0590678762,0.0001162342,458,2021-01-08 06:08:25.336946
A030000093,A030093002,-1.3435555205,17.1132724835,3.60682e-05,458,2021-01-08 06:08:25.336946
A030000093,A030093003,0.8964386936,4.582340496,0.2287836129,458,2021-01-08 06:08:25.336946
A030000093,A030093004,0.5244445241,0.889523303,8.61081e-05,458,2021-01-08 06:08:25.336946
A030000093,A030093005,-1.0030348276,1.1156241303,4.9295e-06,458,2021-01-08 06:08:25.336946
A030000094,A030094001,-0.8036027061,2.0661219942,0.0455608745,461,2021-01-08 06:08:25.336946
A030000094,A030094002,-1.4975004666,12.4367785382,0.0016129937,461,2021-01-08 06:08:25.336946
A030000094,A030094003,-1.4789872753,4.4266254988,0.0010829865,461,2021-01-08 06:08:25.336946
A030000094,A030094004,-1.6686351801,1.7834015748,0.0315904764,461,2021-01-08 06:08:25.336946
A030000094,A030094005,-1.6233853368,0.6566419781,0.0236502212,461,2021-01-08 06:08:25.336946
A030000095,A030095001,-1.0496061529,2.9991699345,7.494e-07,461,2021-01-08 06:08:25.336946
A030000095,A030095002,-2.2292650148,1.5534624328,0.0064469462,461,2021-01-08 06:08:25.336946
A030000095,A030095003,-0.6161066025,1.8536827801,8.75885e-05,461,2021-01-08 06:08:25.336946
A030000095,A030095004,-0.894158142,4.6005611555,0.2545833301,461,2021-01-08 06:08:25.336946
A030000095,A030095005,-0.8417702743,0.9207239065,0.0002197308,461,2021-01-08 06:08:25.336946
A030000096,A030096001,-1.2154131453,4.5681887566,0.0004062569,465,2021-01-08 06:08:25.336946
A030000096,A030096002,-0.778779321,1.0451378057,0.0005614587,464,2021-01-08 06:08:25.336946
A030000096,A030096003,-1.0085894955,5.2914506644,0.0004667008,465,2021-01-08 06:08:25.336946
A030000096,A030096004,-0.7725778232,4.4994254073,5.69e-08,465,2021-01-08 06:08:25.336946
A030000096,A030096005,-1.0369887076,1.8538617857,0.0001046207,465,2021-01-08 06:08:25.336946
A030000097,A030097001,-0.4984962456,2.345156363,4.3862e-06,465,2021-01-08 06:08:25.336946
A030000097,A030097002,-0.7167589817,50.7778927214,9.5e-08,465,2021-01-08 06:08:25.336946
A030000097,A030097003,-0.6087529475,2.5750210012,8.271e-07,465,2021-01-08 06:08:25.336946
A030000097,A030097004,-1.1043663457,1.5306393691,0.0,465,2021-01-08 06:08:25.336946
A030000097,A030097005,0.7355607024,22.2909023534,0.1308328644,465,2021-01-08 06:08:25.336946
A030000098,A030098001,-1.3930287383,2.7934528594,1e-10,447,2021-01-08 06:08:25.336946
A030000098,A030098002,-1.7145337621,2.1933442909,1.26e-08,447,2021-01-08 06:08:25.336946
A030000098,A030098003,-1.4948483431,2.0367739918,5.563144179e-39,447,2021-01-08 06:08:25.336946
A030000098,A030098004,-1.9851005491,3.1520293117,7.1511e-05,447,2021-01-08 06:08:25.336946
A030000098,A030098005,-1.6554360095,1.122445928,0.0,447,2021-01-08 06:08:25.336946
A030000099,A030099001,-1.1017909615,2.7926313122,1.6247e-06,452,2021-01-08 06:08:25.336946
A030000099,A030099002,-0.8510579664,3.1387582501,1.513e-07,452,2021-01-08 06:08:25.336946
A030000099,A030099003,-0.5785875648,3.5969306153,2.249491668e-76,452,2021-01-08 06:08:25.336946
A030000099,A030099004,-0.6371968382,3.6251350446,2.12e-07,452,2021-01-08 06:08:25.336946
A030000099,A030099005,-0.0121387658,13.517403775,0.2052792313,452,2021-01-08 06:08:25.336946
A030000099,A030099006,-1.4764077932,3.9377344461,0.0003396148,452,2021-01-08 06:08:25.336946
A030000099,A030099007,-0.6446112675,1.5822904316,1.3409e-06,452,2021-01-08 06:08:25.336946
A030000100,A030100001,-0.5176013855,1.5021079465,1.86e-08,458,2021-01-08 06:08:25.336946
A030000100,A030100002,-0.9211410614,2.3568871703,7.2879e-06,458,2021-01-08 06:08:25.336946
A030000100,A030100003,-1.5585744856,0.9934538067,0.0169397347,458,2021-01-08 06:08:25.336946
A030000100,A030100004,-0.5742951081,1.6236860154,7.734e-07,458,2021-01-08 06:08:25.336946
A030000100,A030100005,0.216087142,0.6112788046,0.0002696187,458,2021-01-08 06:08:25.336946
A030000100,A030100006,-0.4477770991,1.1780043936,2e-10,458,2021-01-08 06:08:25.336946
A030000101,A030101001,-0.8442508671,3.1226050061,4.582e-07,461,2021-01-08 06:08:25.336946
A030000101,A030101002,-1.0222604413,7.3556543339,0.0005504578,461,2021-01-08 06:08:25.336946
A030000101,A030101003,-0.7458142308,22.589304494,1.23e-08,461,2021-01-08 06:08:25.336946
A030000101,A030101004,-0.9503597157,2.5282258911,3.232e-07,461,2021-01-08 06:08:25.336946
A030000101,A030101005,-1.1679156153,1.4171204466,0.0035417631,461,2021-01-08 06:08:25.336946
A030000101,A030101006,0.6546946261,61.7211108599,0.3,461,2021-01-08 06:08:25.336946
A030000102,A030102001,-1.264533399,3.0075682662,1.367e-07,465,2021-01-08 06:08:25.336946
A030000102,A030102002,-1.0851782392,1.535212253,0.0001200613,464,2021-01-08 06:08:25.336946
A030000102,A030102003,-1.3262945072,3.6313391977,2.57883e-05,465,2021-01-08 06:08:25.336946
A030000102,A030102004,-1.1999659167,6.8689884867,8.71e-08,465,2021-01-08 06:08:25.336946
A030000102,A030102005,-0.9252894139,3.0259000615,6.16e-08,465,2021-01-08 06:08:25.336946
A030000102,A030102006,-0.7031386449,2.6067887912,0.0775047587,465,2021-01-08 06:08:25.336946
A030000102,A030102007,-0.2652944973,1.8772771679,3.5e-09,465,2021-01-08 06:08:25.336946
A030000103,A030103001,-1.5187803436,2.2171580165,0.0107198189,7636,2021-01-08 06:08:25.336946
A030000103,A030103002,-1.2463256813,1.8966032416,0.0138056383,7636,2021-01-08 06:08:25.336946
A030000103,A030103003,0.5409422279,24.3327535614,0.2990320111,7636,2021-01-08 06:08:25.336946
A030000103,A030103004,0.1690738163,1.2479532797,0.2956879016,7636,2021-01-08 06:08:25.336946
A030000103,A030103005,-1.0050232135,4.5105914069,0.0095210593,7636,2021-01-08 06:08:25.336946
A030000103,A030103006,-0.9233660064,3.1035446554,0.0090174809,7636,2021-01-08 06:08:25.336946
A030000104,A030104001,-0.6675440436,1.1813348082,0.0005701583,7637,2021-01-08 06:08:25.336946
A030000104,A030104002,-0.2722440558,2.3024892898,4.9958e-06,7637,2021-01-08 06:08:25.336946
A030000104,A030104003,-0.3985877471,1.6747395872,2.6549e-06,7637,2021-01-08 06:08:25.336946
A030000104,A030104004,0.0322519173,1.4730369964,2.92e-08,7637,2021-01-08 06:08:25.336946
A030000104,A030104005,-0.2641674374,2.2546948007,1.478e-07,7637,2021-01-08 06:08:25.336946
A030000104,A030104006,-0.2490662768,3.025779518,3.1691e-06,7637,2021-01-08 06:08:25.336946
A030000105,A030105001,-1.0343869406,1.6972162857,2.8041e-06,7653,2021-01-08 06:08:25.336946
A030000105,A030105002,-0.3084297307,1.5685283819,4.483460242e-17,7653,2021-01-08 06:08:25.336946
A030000105,A030105003,-0.165832626,1.8063926338,7.204268725e-22,7653,2021-01-08 06:08:25.336946
A030000105,A030105004,-0.3659784759,1.8008610886,4.699686612e-16,7653,2021-01-08 06:08:25.336946
A030000105,A030105005,-0.4309565,2.3067696099,2.630375076e-16,7653,2021-01-08 06:08:25.336946
A030000105,A030105006,-0.4923237963,2.6706033748,5.886617338e-17,7653,2021-01-08 06:08:25.336946
A030000106,A030106001,0.4573212677,1.1923318316,0.0,547,2021-01-08 06:08:25.336946
A030000106,A030106002,0.3770719175,2.2234184852,8.719240662e-18,547,2021-01-08 06:08:25.336946
A030000106,A030106003,0.5223704359,3.6809887874,8.370792378e-20,547,2021-01-08 06:08:25.336946
A030000106,A030106004,-0.7543755403,2.1362113549,2.11499e-05,547,2021-01-08 06:08:25.336946
A030000106,A030106005,-0.4781675711,3.1169554432,1.1e-08,547,2021-01-08 06:08:25.336946
A030000106,A030106006,-0.1960482276,2.2433382245,0.0,547,2021-01-08 06:08:25.336946
A030000107,A030107001,-0.3598515279,2.4352018128,0.0085919525,551,2021-01-08 06:08:25.336946
A030000107,A030107002,-0.0597441629,2.1372353265,0.0007894277,551,2021-01-08 06:08:25.336946
A030000107,A030107003,0.6210579253,14.3491352557,0.186235965,551,2021-01-08 06:08:25.336946
A030000107,A030107004,-0.0755784948,1.2922588791,0.0025657088,551,2021-01-08 06:08:25.336946
A030000107,A030107005,-0.3882905496,5.4790830347,0.0084020886,551,2021-01-08 06:08:25.336946
A030000107,A030107006,0.6775146728,10.2024515681,0.2949950214,551,2021-01-08 06:08:25.336946
A030000108,A030108001,0.1322302347,2.0697346672,2.11807e-05,554,2021-01-08 06:08:25.336946
A030000108,A030108002,0.1866046183,2.1874419404,1.75973e-05,554,2021-01-08 06:08:25.336946
A030000108,A030108003,0.5521717956,2.1455383652,5.8105e-06,554,2021-01-08 06:08:25.336946
A030000108,A030108004,0.374564518,3.0824826969,2.978688162e-32,554,2021-01-08 06:08:25.336946
A030000108,A030108005,0.1780877764,3.7135784108,1.05879e-05,554,2021-01-08 06:08:25.336946
A030000108,A030108006,0.5973249419,3.0033400853,6.675e-07,554,2021-01-08 06:08:25.336946
A030000109,A030109001,0.0871612444,2.2518800962,2.7e-09,559,2021-01-08 06:08:25.336946
A030000109,A030109002,0.2764872232,1.9809838547,1.13e-08,559,2021-01-08 06:08:25.336946
A030000109,A030109003,0.3836332147,2.8005761964,1.94e-08,559,2021-01-08 06:08:25.336946
A030000109,A030109004,0.1815773636,2.9657094659,3.25e-07,559,2021-01-08 06:08:25.336946
A030000109,A030109005,0.3547270379,2.7087657348,1.376e-07,559,2021-01-08 06:08:25.336946
A030000109,A030109006,1.355913453,1.3325952299,2.025501046e-37,559,2021-01-08 06:08:25.336946
A030000110,A030110001,0.00205236,15.2137236045,0.148858281,574,2021-01-08 06:08:25.336946
A030000110,A030110002,0.7400652173,15.9629533132,0.1051362551,574,2021-01-08 06:08:25.336946
A030000110,A030110003,-0.4055320745,3.4156212517,4.7675e-06,574,2021-01-08 06:08:25.336946
A030000110,A030110004,0.337000175,1.9740008046,4.6588e-06,574,2021-01-08 06:08:25.336946
A030000110,A030110005,0.5805459825,1.2666176439,0.0,574,2021-01-08 06:08:25.336946
A030000111,A030111001,-1.4243317451,2.0429373336,3.12e-08,7636,2021-01-08 06:08:25.336946
A030000111,A030111002,-1.1311645697,3.0044732743,6.04e-08,7636,2021-01-08 06:08:25.336946
A030000111,A030111003,-1.3681785973,1.8419480095,2.328e-07,7636,2021-01-08 06:08:25.336946
A030000111,A030111004,-1.4197177868,3.4450339704,3.244e-07,7636,2021-01-08 06:08:25.336946
A030000111,A030111005,-1.4144644064,2.7596586122,3.5e-09,7636,2021-01-08 06:08:25.336946
A030000112,A030112001,-1.7069994154,2.0484349162,1.98e-08,7636,2021-01-08 06:08:25.336946
A030000112,A030112002,-1.9485317029,1.5208186348,3.59e-07,7636,2021-01-08 06:08:25.336946
A030000112,A030112003,-2.9260739756,0.7934481514,0.0,7636,2021-01-08 06:08:25.336946
A030000112,A030112004,-2.0016562563,2.7876814116,0.0,7636,2021-01-08 06:08:25.336946
A030000112,A030112005,0.0024302343,0.7008266296,1.17829e-05,7636,2021-01-08 06:08:25.336946
A030000113,A030113001,-1.2101393206,1.1988788503,1e-10,7637,2021-01-08 06:08:25.336946
A030000113,A030113002,0.6374695719,15.6082200358,0.2266582528,7637,2021-01-08 06:08:25.336946
A030000113,A030113003,-0.9008313288,2.4813885199,1.33675e-05,7637,2021-01-08 06:08:25.336946
A030000113,A030113004,-0.6901614807,3.1205717072,0.0,7637,2021-01-08 06:08:25.336946
A030000113,A030113005,-0.5821159781,3.1783389876,9.81e-08,7637,2021-01-08 06:08:25.336946
A030000114,A030114001,-1.1299478494,1.4228016073,0.0,7637,2021-01-08 06:08:25.336946
A030000114,A030114002,-1.7995308801,1.9758881534,5.968747829e-17,7637,2021-01-08 06:08:25.336946
A030000114,A030114003,-0.9642621202,1.6534687224,2.32e-08,7637,2021-01-08 06:08:25.336946
A030000114,A030114004,-1.5896737754,2.7832687646,0.0,7637,2021-01-08 06:08:25.336946
A030000114,A030114005,0.3382094532,0.8824524191,1.28201e-05,7637,2021-01-08 06:08:25.336946
A030000115,A030115001,-0.6176249144,2.3124204674,6.4413e-06,7653,2021-01-08 06:08:25.336946
A030000115,A030115002,-0.6123425247,1.727888779,9.058e-07,7653,2021-01-08 06:08:25.336946
A030000115,A030115003,-0.5923048162,1.6941881058,5.04e-08,7653,2021-01-08 06:08:25.336946
A030000115,A030115004,-0.7236256138,1.6486568092,3.02929e-05,7653,2021-01-08 06:08:25.336946
A030000115,A030115005,-0.5183905822,2.2364349788,3.821e-07,7653,2021-01-08 06:08:25.336946
A030000116,A030116001,-1.3483529151,1.1266387224,7.9152e-06,7653,2021-01-08 06:08:25.336946
A030000116,A030116002,-1.3695802646,2.4245907754,0.0003418832,7653,2021-01-08 06:08:25.336946
A030000116,A030116003,-1.9542179044,1.2548709071,0.0153744498,7653,2021-01-08 06:08:25.336946
A030000116,A030116004,-1.506677832,1.3353734332,0.0190065431,7653,2021-01-08 06:08:25.336946
A030000116,A030116005,0.7057325525,1.7555084482,0.1396740413,7653,2021-01-08 06:08:25.336946
A030000117,A030117001,0.4227109205,1.4122940475,6.4647e-06,547,2021-01-08 06:08:25.336946
A030000117,A030117002,-0.2749145771,1.5291152664,0.0003296569,547,2021-01-08 06:08:25.336946
A030000117,A030117003,0.4243730536,2.6945931129,5.251e-07,547,2021-01-08 06:08:25.336946
A030000117,A030117004,-0.769168835,1.1286589506,0.0021485367,547,2021-01-08 06:08:25.336946
A030000117,A030117005,0.0832218744,5.5790279939,2.1645e-06,547,2021-01-08 06:08:25.336946
A030000118,A030118001,-0.7983585886,6.3133536958,0.0422503193,547,2021-01-08 06:08:25.336946
A030000118,A030118002,-0.8088673404,2.2521361356,0.0760453878,547,2021-01-08 06:08:25.336946
A030000118,A030118003,1.4957509029,8.2372278123,0.2977596858,547,2021-01-08 06:08:25.336946
A030000118,A030118004,-0.8576491243,2.2821404204,0.0183559467,547,2021-01-08 06:08:25.336946
A030000118,A030118005,-1.1320553451,1.8818709554,0.0181653315,547,2021-01-08 06:08:25.336946
A030000119,A030119001,-0.5491715902,1.62520991,5.23309e-05,551,2021-01-08 06:08:25.336946
A030000119,A030119002,0.1493374318,1.767064386,1.783e-07,551,2021-01-08 06:08:25.336946
A030000119,A030119003,-0.5375809954,2.6279549266,5.2734e-05,551,2021-01-08 06:08:25.336946
A030000119,A030119004,-1.4388062163,0.8143398025,0.0105359253,551,2021-01-08 06:08:25.336946
A030000119,A030119005,1.0179959688,1.6043411475,4.425e-07,551,2021-01-08 06:08:25.336946
A030000120,A030120001,-1.1177872989,1.0837622459,5e-10,551,2021-01-08 06:08:25.336946
A030000120,A030120002,-0.8660181436,1.5489277698,6.5684e-06,551,2021-01-08 06:08:25.336946
